"","License.Name","License.Shortcut","License.Link","Publisher","Author","Last_Update"
"1","ODC Open Database License","ODC-ODbL","https://opendatacommons.org/licenses/odbl/","dawum.de","Dipl.-Jur. Philipp Guttmann","2023-06-05T22:50:15+02:00"
