"","License.Name","License.Shortcut","License.Link","Publisher","Author","Last_Update"
"1","ODC Open Database License","ODC-ODbL","https://opendatacommons.org/licenses/odbl/1-0/","dawum.de","Dipl.-Jur. Philipp Guttmann","2025-02-19T21:16:33+01:00"
